Start,Finish,Name of conflict,Belligerents,,Part of,War link,Wider conflict link,Wikipedia pageviews (2025 - 2026)
1846,1848,Mexican–American War,United States,Mexico,,https://en.wikipedia.org/wiki/Mexican%E2%80%93American_War,,1960266.0
1846,1848,"Wanganui Campaign
","British Empire
British Settlers
Māori Kupapa",Māori Iwis,New Zealand Wars,https://en.wikipedia.org/wiki/Wanganui_Campaign,https://en.wikipedia.org/wiki/New_Zealand_Wars,3513.0
1847,1847,Sonderbund War,Swiss Confederation,Sonderbund,,https://en.wikipedia.org/wiki/Sonderbund_War,,110916.0
1847,1850,Sierra Gorda Rebellion,Mexico,Tax Resisters,,https://en.wikipedia.org/wiki/Sierra_Gorda#History,,26648.0
1847,1855,Cayuse War,United States,Cayuse,,https://en.wikipedia.org/wiki/Cayuse_War,,31724.0
1847,1933,Caste War of Yucatán,Mexico,Maya Free State,,https://en.wikipedia.org/wiki/Caste_War_of_Yucat%C3%A1n,,106170.0
1847,1847,"Operations against the Baizai
(1847)[10]",British Empire,Baizai Tribesmen,,,,
1848,1849,"Venezuelan Civil War of
1848–1849",State of Venezuela,Rebels,,https://en.wikipedia.org/wiki/Venezuelan_Civil_War_of_1848%E2%80%931849,https://en.wikipedia.org/wiki/Venezuelan_Civil_War_of_1848%E2%80%931849,590.0
1848,1849,"Revolutions of 1848 in the
Italian states","Austrian Empire
Kingdom of Two Sicilies
Papal States","Kingdom of Sicily
Provisional Government
of Milan
Republic of San Marco
Roman Republic
Central Italy Rebels
Supported by:
Kingdom of Sardinia",,https://en.wikipedia.org/wiki/Revolutions_of_1848_in_the_Italian_states,https://en.wikipedia.org/wiki/Revolutions_of_1848_in_the_Italian_states,71174.0
1848,1848,"Greater Poland Uprising
(1848)",Kingdom of Prussia,Polish rebels,,https://en.wikipedia.org/wiki/Greater_Poland_Uprising_(1848),https://en.wikipedia.org/wiki/Greater_Poland_Uprising_(1848),29922.0
1848,1848,French Revolution of 1848,French Republic,July Monarchy,,https://en.wikipedia.org/wiki/French_Revolution_of_1848,,472991.0
1848,1849,"Revolutions of 1848 in the
German states","German Confederation
Austrian Empire
Baden
Prussia
Kingdom of Saxony
Kingdom of Bavaria",German Rebels,,https://en.wikipedia.org/wiki/Revolutions_of_1848_in_the_German_states,https://en.wikipedia.org/wiki/Revolutions_of_1848_in_the_German_states,41011.0
1848,1849,"Baden Revolution
",Baden,Freischar,Revolutions of,https://en.wikipedia.org/wiki/Baden_Revolution,,28554.0
,,1848 in the German states,,,,,,
1848,1849,"Revolutions of 1848 in the
Habsburg areas",,,,https://en.wikipedia.org/wiki/Revolutions_of_1848_in_the_Habsburg_areas,https://en.wikipedia.org/wiki/Revolutions_of_1848_in_the_Habsburg_areas,17559.0
1848,1848,"Wallachian Revolution of
1848","Ottoman Empire
Russian Empire",Wallachia,,https://en.wikipedia.org/wiki/Wallachian_Revolution_of_1848,https://en.wikipedia.org/wiki/Wallachian_Revolution_of_1848,48067.0
1848,1849,"Sicilian revolution of
independence of 1848","Kingdom of the Two
Sicilies
Supported by:
Kingdom of Spain","Kingdom of Sicily
Supported by:
Congress Poland",,https://en.wikipedia.org/wiki/Sicilian_revolution_of_independence_of_1848,https://en.wikipedia.org/wiki/Sicilian_revolution_of_independence_of_1848,7850.0
1848,1848,"Dutch intervention in Northern
Bali (1848)",Netherlands,Bali,,https://en.wikipedia.org/wiki/Dutch_intervention_in_Northern_Bali_(1848),https://en.wikipedia.org/wiki/Dutch_intervention_in_Northern_Bali_(1848),3087.0
1848,1848,Matale rebellion,British Empire,Kandian Peasants,,https://en.wikipedia.org/wiki/Matale_rebellion,,14890.0
1848,1849,"First Italian War of
Independence",Austrian Empire,"Kingdom of Sardinia
Grand Duchy of
Tuscany
Papal States
Kingdom of the Two
Sicilies",,https://en.wikipedia.org/wiki/First_Italian_War_of_Independence,https://en.wikipedia.org/wiki/First_Italian_War_of_Independence,143390.0
1848,1849,Second Anglo-Sikh War,"British Empire
British East India
Company",Sikh Empire,,https://en.wikipedia.org/wiki/Second_Anglo-Sikh_War,,136699.0
1848,1849,"Hungarian War of
Independence","Austrian Empire
Russian Empire",Hungary,,https://en.wikipedia.org/wiki/Hungarian_Revolution_of_1848,https://en.wikipedia.org/wiki/Hungarian_Revolution_of_1848,294748.0
1848,1849,Serb Uprising of 1848–49,"Serbs (Austrian Empire)
Serbian volunteers
Austrian Empire",Hungary,,https://en.wikipedia.org/wiki/Serb_Uprising_of_1848%E2%80%9349,,2451.0
1848,1849,Praieira revolt,Empire of Brazil,Praieiros,,https://en.wikipedia.org/wiki/Praieira_revolt,,10096.0
1848,1849,Slovak Uprising of 1848–49,Slovak National Council,Kingdom of Hungary,,https://en.wikipedia.org/wiki/Slovak_Uprising_of_1848%E2%80%9349,,13537.0
1848,1851,"First Schleswig War
The Three Years' War",Denmark,"Schleswig-Holstein
Prussia
Kingdom of Saxony",,https://en.wikipedia.org/wiki/First_Schleswig_War,,143299.0
1849,1850,"Dutch intervention in Bali
(1849)","Netherlands
Lombok","Buleleng
Jembrana
Klungkung",,https://en.wikipedia.org/wiki/Dutch_intervention_in_Bali_(1849),https://en.wikipedia.org/wiki/Dutch_intervention_in_Bali_(1849),9746.0
1849,1849,"May Uprising in Dresden
","Prussia
Kingdom of Saxony",Freischar,"Revolutions of
1848 in the German states",https://en.wikipedia.org/wiki/May_Uprising_in_Dresden,,26193.0
1849,1849,"Palatine uprising
",Kingdom of Bavaria,Freischar,"Revolutions of
1848 in the German states",https://en.wikipedia.org/wiki/Palatine_uprising,,9163.0
,,,,,,,,
1849,1849,"Yemeni Expedition of 1849
",Zaidis,Ottoman Empire,"Yemeni–
Ottoman Conflicts",https://en.wikipedia.org/wiki/Yemeni%E2%80%93Ottoman_Conflicts#Yemeni_Expedition_of_1849,https://en.wikipedia.org/wiki/Yemeni%E2%80%93Ottoman_Conflicts,4821.0
1849,1855,"Burmese–Siamese War
(1849–55)",Burma,Siam,,https://en.wikipedia.org/wiki/Burmese%E2%80%93Siamese_War_(1849%E2%80%9355),https://en.wikipedia.org/wiki/Burmese%E2%80%93Siamese_War_(1849%E2%80%9355),2207.0
1849,1924,Apache Wars,"United States
(1849–1924)
Confederate States of
America
(1861–1865)","Apacheria:
Chiricahua Apache
Jicarilla Apache
Mescalero Apache
Lipan Apache
Western Apache
Plains Apache
Apache Allies:
Ute
Yavapai
Comanche
Cheyenne
Kiowa
Yuma
Mohave",,https://en.wikipedia.org/wiki/Apache_Wars,,179472.0
1849,1849,"Operations against the Baizai
(1849)",British Empire,Baizai Tribesmen,,,,
Start,Finish,Name of conflict,Belligerents,,,,,
,,,Victorious party (if applicable),Defeated party (if applicable),,,,
1850,1856,"Soninke-Marabout
War (1850–1856)","British Empire
French Empire","Marabout confederacy
Kingdom of the Kombo
(Soninke)",,https://en.wikipedia.org/wiki/Soninke-Marabout_War_(1850%E2%80%931856),https://en.wikipedia.org/wiki/Soninke-Marabout_War_(1850%E2%80%931856),2744.0
1850,1864,Taiping Rebellion,"China
British Empire
French Empire",Taiping Heavenly Kingdom,,https://en.wikipedia.org/wiki/Taiping_Rebellion,,1443192.0
1850,1853,Eighth Xhosa War,British Empire,"Xhosa Tribes
Khoikhoi Tribes
Native Kafir Police",,https://en.wikipedia.org/wiki/Eighth_Xhosa_War,,11647.0
1851,1851,"1851 Chilean
Revolution",Chile,Liberal rebels,,https://en.wikipedia.org/wiki/1851_Chilean_Revolution,https://en.wikipedia.org/wiki/1851_Chilean_Revolution,5357.0
1851,1851,"Bombardment of
Salé",France,Morocco,,https://en.wikipedia.org/wiki/Bombardment_of_Sal%C3%A9_(1851),https://en.wikipedia.org/wiki/Bombardment_of_Sal%C3%A9_(1851),8232.0
1851,1851,"1851 French coup
d'état","French Second Republic under
Louis-Napoléon Bonaparte",Republicans,,https://en.wikipedia.org/wiki/1851_French_coup_d'%C3%A9tat,https://en.wikipedia.org/wiki/1851_French_coup_d'%C3%A9tat,88427.0
1851,1852,Platine War,"Empire of Brazil
Uruguay
Entre Ríos
Corrientes
Santa Fe","Argentine Confederation
Blancos",,https://en.wikipedia.org/wiki/Platine_War,,54413.0
1851,1855,"Palembang
Highlands
Expeditions",Dutch Empire,Palembangese Rebels,,https://en.wikipedia.org/wiki/Palembang_Highlands_Expeditions,https://en.wikipedia.org/wiki/Palembang_Highlands_Expeditions,3935.0
1851,1865,"California Indian
Wars",United States,"Miwok
Yokuts
Cahuilla
Cupeno
Quechan
Yurok
Karuk
Tolowa
Nomlaki
Chimariko
Wintun
Hupa
Tsnungwe
Wiyot
Whilkut
Yuki",,https://en.wikipedia.org/wiki/California_Indian_Wars,https://en.wikipedia.org/wiki/California_Indian_Wars,24968.0
1851,1868,Nian Rebellion,Qing dynasty,Nien militia,,https://en.wikipedia.org/wiki/Nian_Rebellion,,56908.0
1852,1852,Kautokeino rebellion,Sweden-Norway,Sami rebels,,https://en.wikipedia.org/wiki/Kautokeino_rebellion,,17655.0
,,,,,,,,
1852,1852,"Second Anglo-
Burmese War",British Empire,Burma,,https://en.wikipedia.org/wiki/Second_Anglo-Burmese_War,https://en.wikipedia.org/wiki/Second_Anglo-Burmese_War,47461.0
1852,1853,"Montenegrin–
Ottoman War (1852–
53)",Montenegro,Ottoman Empire,,https://en.wikipedia.org/wiki/Montenegrin%E2%80%93Ottoman_War_(1852%E2%80%9353),https://en.wikipedia.org/wiki/Montenegrin%E2%80%93Ottoman_War_(1852%E2%80%9353),3025.0
1852,1862,"Herzegovina Uprising
(1852–62)",Ottoman Empire,Serbian rebels,,https://en.wikipedia.org/wiki/Herzegovina_Uprising_(1852%E2%80%9362),https://en.wikipedia.org/wiki/Herzegovina_Uprising_(1852%E2%80%9362),2893.0
1853,1854,,State of Venezuela,Rebels,,,,
1853,1856,Crimean War,"Ottoman Empire
French Empire
(from 1854)
Britain
(from 1854)
Kingdom of Sardinia
(from 1855)
Caucasian Imamate (until 1855)
Circassia
Abkhazian insurgents (from
1855)
Egypt Eyalet
Beylik of Tunis[11]","Russian Empire
Bulgarian volunteers
Principality of Mingrelia
(vassal)
Kurdish rebels[12]
Kingdom of Greece (until
1854)",,https://en.wikipedia.org/wiki/Crimean_War,,2187458.0
1854,1854,"1854 Macedonian
rebellion",Ottoman Empire,Macedonian rebels,,https://en.wikipedia.org/wiki/1854_Macedonian_rebellion,https://en.wikipedia.org/wiki/1854_Macedonian_rebellion,6810.0
1854,1855,"Expedition against
the Chinese in
Montrado",Netherlands,"Pro-Chinese Indonesian rebels
Chinese volunteers
Supported by:
China",,https://en.wikipedia.org/wiki/Expedition_against_the_Chinese_in_Montrado,https://en.wikipedia.org/wiki/Expedition_against_the_Chinese_in_Montrado,7774.0
1854,1854,Epirus Revolt of 1854,Ottoman Empire,Greek rebels,,https://en.wikipedia.org/wiki/Epirus_Revolt_of_1854,,11692.0
1854,1857,Revolution of Ayutla,Mexican rebels,Santa Anna dictatorship,,https://en.wikipedia.org/wiki/Revolution_of_Ayutla,,6814.0
1854,1873,"Miao Rebellion
(1854–73)",China,Miao people,,https://en.wikipedia.org/wiki/Miao_Rebellion_(1854%E2%80%9373),https://en.wikipedia.org/wiki/Miao_Rebellion_(1854%E2%80%9373),6649.0
1854,1860,"French conquest of
Senegal",French Empire,"Kingdom of Waalo
Toucouleur Empire",,https://en.wikipedia.org/wiki/French_conquest_of_Senegal,https://en.wikipedia.org/wiki/French_conquest_of_Senegal,34759.0
1854,1856,"Red Turban
Rebellion (1854–56)",Qing Empire of China,Tiandihui,,https://en.wikipedia.org/wiki/Red_Turban_Rebellion_(1854%E2%80%9356),https://en.wikipedia.org/wiki/Red_Turban_Rebellion_(1854%E2%80%9356),1307.0
1854,1861,Bleeding Kansas,Free-Stater (Kansas),Border ruffians,,https://en.wikipedia.org/wiki/Bleeding_Kansas,,689498.0
1855,1855,"Kurdish revolt of
1855[8]","Ottoman Empire
Supported by:
French Empire
British Empire",Kurdish rebels,,,,
1855,1855,First Fiji Expedition,United States,Fiji,,https://en.wikipedia.org/wiki/First_Fiji_Expedition,,5340.0
,,,,,,,,
1855,1856,"Nepalese–Tibetan
War",Kingdom of Nepal,Tibet,,https://en.wikipedia.org/wiki/Nepalese%E2%80%93Tibetan_War,https://en.wikipedia.org/wiki/Nepalese%E2%80%93Tibetan_War,3843.0
1855,1856,Santhal rebellion,"British Raj
Zamindars",Santal rebels,,https://en.wikipedia.org/wiki/Santhal_rebellion,,114555.0
1855,1858,Yakima War,United States,Yakama,,https://en.wikipedia.org/wiki/Yakima_War,,39664.0
1855,1855,Rogue River Wars,United States,Rogue River,,https://en.wikipedia.org/wiki/Rogue_River_Wars,,35248.0
1855,1855,Battle of Ash Hollow,United States,Brulé Sioux,,https://en.wikipedia.org/wiki/Battle_of_Ash_Hollow,,26449.0
1855,1856,Puget Sound War,United States,"Nisqually
Muckleshoot
Puyallup
Klickitat
Haida
Tlingit",,https://en.wikipedia.org/wiki/Puget_Sound_War,,35586.0
1855,1858,"Third Seminole War
part of the Seminole
Wars",United States,Seminole Tribes,,https://en.wikipedia.org/wiki/Seminole_Wars#Third_Seminole_War,https://en.wikipedia.org/wiki/Seminole_Wars,260738.0
1855,1864,Nias Expedition,Dutch Empire,Nias Rebels,,https://en.wikipedia.org/wiki/Nias_Expedition,,4670.0
1855,1867,"Punti-Hakka Clan
Wars",Punti,Hakka,,https://en.wikipedia.org/wiki/Punti-Hakka_Clan_Wars,https://en.wikipedia.org/wiki/Punti-Hakka_Clan_Wars,10076.0
1856,1857,"Peruvian civil war of
1856–1858",,,,https://en.wikipedia.org/wiki/Peruvian_civil_war_of_1856%E2%80%931858,https://en.wikipedia.org/wiki/Peruvian_civil_war_of_1856%E2%80%931858,639.0
1856,1857,Filibuster War,"Allied Central American Army
(Ejército Aliado Centroamericano)
Costa Rica
Honduras
Guatemala
El Salvador
Nicaragua
Legitimistas (conservative party)
Democráticos (liberal party)
United States (naval
support)",Filibusters,,https://en.wikipedia.org/wiki/Filibuster_War,,74892.0
1856,1857,"Khost rebellion
(1856–1857)",Emirate of Afghanistan,Khostwal and Waziri tribesmen,,https://en.wikipedia.org/wiki/Khost_rebellion_(1856%E2%80%931857),https://en.wikipedia.org/wiki/Khost_rebellion_(1856%E2%80%931857),3656.0
1856,1857,"Campaign of 1856–
57","Costa Rica
Guatemala
El Salvador
Honduras
Rebel Forces of Patricio
Rivas","Republic of Sonora
Nicaragua",,https://en.wikipedia.org/wiki/Campaign_of_1856%E2%80%9357,https://en.wikipedia.org/wiki/Campaign_of_1856%E2%80%9357,1565.0
1856,1856,Battle of Tres Forcas,Morocco,Prussia,,https://en.wikipedia.org/wiki/Battle_of_Tres_Forcas,,6580.0
,,,,,,,,
1856,1860,"Second Opium War
Arrow War","United Kingdom
French Empire
United States (1856 and
1859 only)",Qing Empire of China,,https://en.wikipedia.org/wiki/Second_Opium_War,,393536.0
1856,1857,Anglo-Persian War,"British Empire
East India Company
Afghanistan",Persia,,https://en.wikipedia.org/wiki/Anglo-Persian_War,,88532.0
1856,1873,"Panthay Rebellion
Du Wenxiu Rebellion",Qing Empire of China,Pingnan Guo,,https://en.wikipedia.org/wiki/Panthay_Rebellion,,66335.0
1856,1857,"1857 Cheyenne
Expedition",United States,Cheyenne,,https://en.wikipedia.org/wiki/Cheyenne#Punitive_US_expedition_of_1857,https://en.wikipedia.org/wiki/Cheyenne#Punitive_US_expedition_of_1857,340624.0
1857,1858,"Indian Rebellion of
1857
India's First War of
Independence","British Empire
British East India
Company
Nepal
Jammu and Kashmir
20 Princely states","Sepoys of the East India
Company
Mughal Empire
Awadh
Jhansi
Jagdishpur
Kohra
Bijairaghogarh
Tulsipur State
7 Princely states",,https://en.wikipedia.org/wiki/Indian_Rebellion_of_1857,https://en.wikipedia.org/wiki/Indian_Rebellion_of_1857,1745535.0
1857,1858,Utah War,United States,"State of Deseret
Utah Territory
Nauvoo Legion",,https://en.wikipedia.org/wiki/Utah_War,,1312270.0
1857,1860,"Ecuadorian–Peruvian
War (1857–1860)",Peru,Ecuador,,https://en.wikipedia.org/wiki/Ecuadorian%E2%80%93Peruvian_War_(1857%E2%80%931860),https://en.wikipedia.org/wiki/Ecuadorian%E2%80%93Peruvian_War_(1857%E2%80%931860),14353.0
1857,1861,Reform War,"Liberals
United States",Conservatives,,https://en.wikipedia.org/wiki/Reform_War,,125003.0
1857,1861,Cibaenian Revolution,"Dominican Republic
Liberals Supported by:
Conservatives
Kingdom of Spain","Revolutionary
Government of Cibao",,,,
1857,1863,Pahang Civil War,"Wan Ahmad loyalists
Terengganu Sultanate
Rattanakosin Kingdom","Tun Mutahir loyalists
Johor
United Kingdom",,https://en.wikipedia.org/wiki/Pahang_Civil_War,,12516.0
1858,1858,"March Revolution
(Venezuela)",,,,https://en.wikipedia.org/wiki/March_Revolution_(Venezuela),https://en.wikipedia.org/wiki/March_Revolution_(Venezuela),4989.0
1858,1858,Mahtra War,Russian Empire,Estonian peasants,,https://en.wikipedia.org/wiki/Mahtra_War,,6696.0
1858,1858,Coeur d'Alene War,United States,"Spokane
Coeur d'Alene",,https://en.wikipedia.org/wiki/Coeur_d'Alene_War,,14479.0
,,,,"Paloos
Northern Paiute",,,,
1858,1858,Fraser Canyon War,"United States
British Empire",Nlaka'pamux,,https://en.wikipedia.org/wiki/Fraser_Canyon_War,,16637.0
1858,1858,Pecija's First Revolt,Ottoman Empire,Serbian peasants,,https://en.wikipedia.org/wiki/Pecija's_First_Revolt,,5021.0
1858,1862,"Cochinchina
Campaign","French Empire
Kingdom of Spain",Dai Nam,,https://en.wikipedia.org/wiki/Cochinchina_Campaign,https://en.wikipedia.org/wiki/Cochinchina_Campaign,20144.0
1859,1859,Indigo revolt,British Empire,Bengali Peasants,,https://en.wikipedia.org/wiki/Indigo_revolt,,98528.0
1859,1859,Third Fiji expedition,United States,Fiji,,https://en.wikipedia.org/wiki/Third_Fiji_expedition,,2828.0
1859,1859,"Second Italian War of
Independence","French Empire
Kingdom of Sardinia",Austrian Empire,,https://en.wikipedia.org/wiki/Second_Italian_War_of_Independence,https://en.wikipedia.org/wiki/Second_Italian_War_of_Independence,278755.0
1859,1859,Revolution of 1859,Chile,Liberal rebels,,https://en.wikipedia.org/wiki/Revolution_of_1859,,2595.0
1859,1872,Pig War,United States,United Kingdom,,https://en.wikipedia.org/wiki/Pig_War_(1859),,375299.0
1859,1860,"Hispano-Moroccan
War (1859–60)",Spain,Morocco,,https://en.wikipedia.org/wiki/Hispano-Moroccan_War_(1859%E2%80%9360),https://en.wikipedia.org/wiki/Hispano-Moroccan_War_(1859%E2%80%9360),12897.0
1859,1863,Banjarmasin War,Dutch Empire,Sultanate of Banjar,,https://en.wikipedia.org/wiki/Banjarmasin_War,,17405.0
1859,1863,Federal War,Venezuelan Federalists,"Venezuelan
Conservatives",,https://en.wikipedia.org/wiki/Federal_War,,42416.0
1859,1859,"1859 Perugia
uprising",Papal States,Rebels,,https://en.wikipedia.org/wiki/1859_Perugia_uprising,https://en.wikipedia.org/wiki/1859_Perugia_uprising,5889.0
Start,Finish,Name of conflict,Belligerents,,,,,
,,,Victorious party (if applicable),Defeated party (if applicable),,,,
1860,1860,"Expedition of the
Thousand",Kingdom of Italy,"Two Sicilies
Papal States",,https://en.wikipedia.org/wiki/Expedition_of_the_Thousand,https://en.wikipedia.org/wiki/Expedition_of_the_Thousand,186340.0
1860,1860,"Portugal–Angoche
conflict[13]","Portuguese Empire
Mozambique",Angoche Sultanate,,https://en.wikipedia.org/wiki/Portugal%E2%80%93Angoche_conflict,https://en.wikipedia.org/wiki/Portugal%E2%80%93Angoche_conflict,1276.0
1860,1860,"1860 Mount Lebanon
civil war","Rural Druze clans
Abu Nakad clan
Imad clan
Abu Harmouch clan
Talhuq clan
Jumblatt clan
Supported by
al-Atrash clan
Harfush clan
Rural Sunni and Shia Muslim
militiamen
Sardiyah tribe","Maronites and allies
Rural Maronite militiamen
Zahalni militiamen
Shihab dynasty",,https://en.wikipedia.org/wiki/1860_Mount_Lebanon_civil_war,https://en.wikipedia.org/wiki/1860_Mount_Lebanon_civil_war,18177.0
1860,1860,Paiute War,United States,Paiute tribes,,https://en.wikipedia.org/wiki/Paiute_War,,27161.0
1860,1861,"First Taranaki War
Second Māori War
Part of New Zealand
Wars","Māori iwi (tribes)
Māori King Movement","Government of New Zealand
British Settlers",,https://en.wikipedia.org/wiki/First_Taranaki_War,,28849.0
1860,1862,"Colombian Civil War
(1860–62)",Granadine Confederation,Federal State of Cauca,,https://en.wikipedia.org/wiki/Colombian_Civil_War_(1860%E2%80%9362),https://en.wikipedia.org/wiki/Colombian_Civil_War_(1860%E2%80%9362),1820.0
1860,1890,Barasa–Ubaidat War,Ubaidat Tribe,Barasa Tribe,,https://en.wikipedia.org/wiki/Barasa%E2%80%93Ubaidat_War,,2880.0
1861,1883,"Occupation of
Araucanía",Chile,Araucanía,,https://en.wikipedia.org/wiki/Occupation_of_Araucan%C3%ADa,https://en.wikipedia.org/wiki/Occupation_of_Araucan%C3%ADa,53932.0
1861,1865,American Civil War,United States of America,"Confederate States of
America",,https://en.wikipedia.org/wiki/American_Civil_War,,6247339.0
1861,1867,"French intervention
in Mexico
Also known as
Franco-Mexican War","United Mexican States
Supported by :
United States of America
(entered in 1865)","Second French Empire
Second Mexican Empire
Austrian Empire (German
and Hungarian volunteers)
Belgian Foreign Legion
Egyptian Sudanese
Supported by :
Kingdom of Spain (retired in
1862)
United Kingdom (retired in
1862)",,https://en.wikipedia.org/wiki/Second_French_intervention_in_Mexico,https://en.wikipedia.org/wiki/Second_French_intervention_in_Mexico,464923.0
1862,1862,Dakota War of 1862,United States,Dakota Sioux,,https://en.wikipedia.org/wiki/Dakota_War_of_1862,,281617.0
,,,,,,,,
1862,1877,"Dungan Revolt
(1862–77)
Muslim Rebellion",Qing Empire of China,Muslims of China,,https://en.wikipedia.org/wiki/Dungan_Revolt_(1862%E2%80%9377),https://en.wikipedia.org/wiki/Dungan_Revolt_(1862%E2%80%9377),13571.0
1863,1863,"Ecuadorian–
Colombian War",United States of Colombia,Ecuador,,https://en.wikipedia.org/wiki/Ecuadorian%E2%80%93Colombian_War,https://en.wikipedia.org/wiki/Ecuadorian%E2%80%93Colombian_War,8876.0
1863,1863,"Battle of
Shimonoseki Straits",United States,Chōshū Domain,,https://en.wikipedia.org/wiki/Battle_of_Shimonoseki_Straits,https://en.wikipedia.org/wiki/Battle_of_Shimonoseki_Straits,23304.0
1863,1863,"Bombardment of
Kagoshima
Anglo-Satsuma War",British Empire,Satsuma Domain,,https://en.wikipedia.org/wiki/Bombardment_of_Kagoshima,https://en.wikipedia.org/wiki/Bombardment_of_Kagoshima,76825.0
1863,1864,"Shimonoseki
Campaign","British Empire
Netherlands
United States
Second French Empire","Choshu Domain
Chofu Domain
Kiheitai Volunteers",,https://en.wikipedia.org/wiki/Shimonoseki_Campaign,https://en.wikipedia.org/wiki/Shimonoseki_Campaign,17901.0
1863,1864,Ambela campaign,British Raj,"Afghan Pashtuns
Yusufzai",,https://en.wikipedia.org/wiki/Ambela_campaign,,15539.0
1863,1864,"Invasion of Waikato
Part of New Zealand
Wars","Government of New
Zealand
Māori Kupapa",Māori King Movement,,https://en.wikipedia.org/wiki/Invasion_of_Waikato,https://en.wikipedia.org/wiki/New_Zealand_Wars,6706.0
1863,1864,"Second Anglo-
Ashanti War",Ashanti Empire,British Empire,,"https://en.wikipedia.org/wiki/Anglo-Ashanti_Wars#Second_Anglo-Ashanti_War,_1863-1864","https://en.wikipedia.org/wiki/Anglo-Ashanti_Wars#Second_Anglo-Ashanti_War,_1863-1864",11584.0
1863,1865,"Dominican
Restoration War",Dominican Republic,Spain,,https://en.wikipedia.org/wiki/Dominican_Restoration_War,https://en.wikipedia.org/wiki/Dominican_Restoration_War,61337.0
1863,1864,January Uprising,Russian Empire,"Polish-Lithuanian-Ruthenian
Commonwealth",,https://en.wikipedia.org/wiki/January_Uprising,,198647.0
1863,1865,Colorado War,United States,"Cheyenne
Arapaho",,https://en.wikipedia.org/wiki/Colorado_War,,46881.0
1863,1866,"Second Taranaki War
Part of New Zealand
Wars",British Empire,Māori of Taranaki,,https://en.wikipedia.org/wiki/Second_Taranaki_War,https://en.wikipedia.org/wiki/New_Zealand_Wars,13358.0
1864,1864,"Kinmon Incident and
First Chōshū
expedition","Tokugawa Shogunate
Satsuma Domain","Aizu Domain
Choshu Domain
Sonno joi Rebels",,https://en.wikipedia.org/wiki/Kinmon_Incident,https://en.wikipedia.org/wiki/First_Ch%C5%8Dsh%C5%AB_expedition,9905.0
1864,1864,"Second Schleswig
War
Second Danish-
German War","German Confederation
Austrian Empire
Kingdom of Prussia",Denmark,,https://en.wikipedia.org/wiki/Second_Schleswig_War,https://en.wikipedia.org/wiki/Second_Schleswig_War,298170.0
1864,1864,"Battle of Dybbøl
Part of Second
Schleswig War",Prussia,Denmark,,https://en.wikipedia.org/wiki/Battle_of_Dybb%C3%B8l,https://en.wikipedia.org/wiki/Second_Schleswig_War,64760.0
1864,1864,"Tauranga Campaign
","Government of New
Zealand
British Settlers
Māori Kupapa",Ngāi Te Rangi Iwi,"New
Zealand Wars",https://en.wikipedia.org/wiki/Tauranga_Campaign,https://en.wikipedia.org/wiki/New_Zealand_Wars,4464.0
,,,,,,,,
1864,1865,Uruguayan War,"Empire of Brazil
Colorados",Uruguay,,https://en.wikipedia.org/wiki/Uruguayan_War,,94005.0
1864,1865,Mejba Revolt,Beylik of Tunis,Tax resisters,,https://en.wikipedia.org/wiki/Mejba_Revolt,,8810.0
1864,1865,"Mito Rebellion
Kanto insurrection
","Tokugawa Shogunate
Mito Domain","Sonno joi Rebels of Eastern
Japan","Japanese
Civil War",https://en.wikipedia.org/wiki/Mito_Rebellion,,14006.0
1864,1865,Bhutan War,British Empire,Bhutan,,https://en.wikipedia.org/wiki/Bhutan_War,,9998.0
1864,1865,,Russian Empire,"Khanate of Kokand
Emirate of Bukhara",,,,
1864,1866,Chincha Islands War,"Peru
Chile
Joined in 1866:
Ecuador
Bolivia",Spain,,https://en.wikipedia.org/wiki/Chincha_Islands_War,,69839.0
1864,1868,Snake War,United States,"Shoshone, Bannock, and Paiute
Tribes",,https://en.wikipedia.org/wiki/Snake_War,,38650.0
1864,1868,"Pasoemah
Expedition",Dutch Empire,Sumatran Rebels,,https://en.wikipedia.org/wiki/Pasoemah_Expedition,https://en.wikipedia.org/wiki/Pasoemah_Expedition,3898.0
1864,1870,Paraguayan War,"Empire of Brazil
Argentina
Uruguay",Paraguay,,https://en.wikipedia.org/wiki/Paraguayan_War,,611548.0
1865,1865,"Peruvian civil war of
1865",Revolutionaries,Government of Peru,,https://en.wikipedia.org/wiki/Peruvian_civil_war_of_1865,https://en.wikipedia.org/wiki/Peruvian_civil_war_of_1865,642.0
1865,1875,Saudi Civil War,Supporters of Saud,Supporters of Rahman,,https://en.wikipedia.org/wiki/Abdul_Rahman_bin_Faisal#Royal_Civil_War,,23868.0
1865,1872,"Black Hawk War
(1865–72)",United States,"Ute
Paiute
Navajo
Apache",,https://en.wikipedia.org/wiki/Black_Hawk_War_(1865%E2%80%9372),https://en.wikipedia.org/wiki/Black_Hawk_War_(1865%E2%80%9372),7130.0
1865,1865,"Powder River
Expedition (1865)",United States,"Arapaho
Sioux
Cheyenne",,https://en.wikipedia.org/wiki/Powder_River_Expedition_(1865),https://en.wikipedia.org/wiki/Powder_River_Expedition_(1865),20472.0
1865,1865,Morant Bay rebellion,British Empire,Jamaican Rebels,,https://en.wikipedia.org/wiki/Morant_Bay_rebellion,,99473.0
1865,1870,Hualapai War,United States,Hualapai,,https://en.wikipedia.org/wiki/Hualapai_War_(1865-70),,706.0
