Start,Finish,Name of conflict,Belligerents,Defeated,Part of,War link,Wider conflict link,Wikipedia pageviews (2025 - 2026)
1820,1820,Cambodian rebellion\n(1820),Cambodian pro-Siamese\nfaction\nRattanakosin Kingdom\n(Siam),Khmer anti-Vietnamese rebels,,https://en.wikipedia.org/wiki/Cambodian_rebellion_(1820),https://en.wikipedia.org/wiki/Cambodian_rebellion_(1820),5765.0
1820,1824,Turco-Egyptian\nconquest of Sudan\n(1820-1824),Egypt Eyalet,Funj Sultanate\nSultanate of Darfur Shaigiya\ntribe,,https://en.wikipedia.org/wiki/Turco-Egyptian_conquest_of_Sudan_(1820-1824),https://en.wikipedia.org/wiki/Turco-Egyptian_conquest_of_Sudan_(1820-1824),829.0
1820,1821,Farhi family revolt,Ottoman Empire,Farhi family and its Rebels,,,,
1820,1821,Bani Bu Ali expedition,Omani Empire\nEast India Company,Bani Bu Ali tribe,,https://en.wikipedia.org/wiki/Bani_Bu_Ali_expedition,,6166.0
1820,1822,Ali Pasha's Revolt,Ottoman Empire,Ali Pasha of Yanina,,https://en.wikipedia.org/wiki/Ali_Pasha's_Revolt,,957.0
1820,1822,Ecuadorian War of\nIndependence\n,Free Province of\nGuayaquil,Kingdom of Spain,Spanish\nAmerican wars of\nindependence,https://en.wikipedia.org/wiki/Ecuadorian_War_of_Independence,https://en.wikipedia.org/wiki/Ecuadorian_War_of_Independence,40671.0
1820,1823,Trienio Liberal,Kingdom of Spain\nKingdom of France,Partisans of the Cortes,,https://en.wikipedia.org/wiki/Trienio_Liberal,,60761.0
1820,1875,Texas–Indian wars,Spain\nMexico\nRepublic of Texas\nUnited States,Comanche,,https://en.wikipedia.org/wiki/Texas%E2%80%93Indian_wars,,58252.0
1821,1821,Siamese invasion of\nKedah,Rattanakosin Kingdom,Kedah Sultanate,,https://en.wikipedia.org/wiki/Siamese_invasion_of_Kedah,https://en.wikipedia.org/wiki/Siamese_invasion_of_Kedah,28795.0
1821,1825,Ijebu and Ife war\nagainst Owu,Ijebu\nIfe,Owu Kingdom,,https://en.wikipedia.org/wiki/Owu_Kingdom#Ijebu_and_Ife_war_against_Owu,https://en.wikipedia.org/wiki/Owu_Kingdom#Ijebu_and_Ife_war_against_Owu,16158.0
1821,1821,Wallachian uprising\n(1821),Ottoman Empire,Principality of Wallachia,,https://en.wikipedia.org/wiki/Wallachian_uprising_(1821),https://en.wikipedia.org/wiki/Wallachian_uprising_(1821),7276.0
1821,1821,Niš Rebellion (1821),Ottoman Empire,Niš Secret Organization,,https://en.wikipedia.org/wiki/Ni%C5%A1_Rebellion_(1821),,2299.0
1821,1823,Ottoman–Persian War\n(1821–23),Qajar Persia,Ottoman Empire,,https://en.wikipedia.org/wiki/Ottoman%E2%80%93Persian_War_(1821%E2%80%9323),https://en.wikipedia.org/wiki/Ottoman%E2%80%93Persian_War_(1821%E2%80%9323),3079.0
1821,1829,Greek War of\nIndependence,Greek revolutionaries\nBritain\nUnited States of the\nIonian Islands,Ottoman Empire\nEgypt Eyalet\nBeylik of Tunis (naval\nbattles),,https://en.wikipedia.org/wiki/Greek_War_of_Independence,https://en.wikipedia.org/wiki/Greek_War_of_Independence,716300.0
,,,Kingdom of France\n(1827 only)\nRussian Empire\n(1827 only),,,,,
1821,1837,Padri War,Dutch Empire,Indigenous population of West\nSumatra,,https://en.wikipedia.org/wiki/Padri_War,,35165.0
1821,1829,Spanish attempts to\nreconquer Mexico,Mexico,Spanish Empire,,https://en.wikipedia.org/wiki/Spanish_attempts_to_reconquer_Mexico,https://en.wikipedia.org/wiki/Spanish_attempts_to_reconquer_Mexico,49952.0
1821,1870,Comanche–Mexico\nWars,Comanche\nKiowa,Mexico,,https://en.wikipedia.org/wiki/Comanche%E2%80%93Mexico_Wars,https://en.wikipedia.org/wiki/Comanche%E2%80%93Mexico_Wars,30740.0
1821,1821,1821 Alghero revolt[7],Kingdom of Sardinia,Rebels of Alghero,,,,
1822,1823,Mexican annexation of\nEl Salvador,First Mexican Empire\nGuatemala,El Salvador,,https://en.wikipedia.org/wiki/Mexican_annexation_of_El_Salvador,https://en.wikipedia.org/wiki/Mexican_annexation_of_El_Salvador,5039.0
1822,1823,Casa Mata Plan\nRevolution,Mexican Republicans,First Mexican Empire,,https://en.wikipedia.org/wiki/Casa_Mata_Plan_Revolution,https://en.wikipedia.org/wiki/Casa_Mata_Plan_Revolution,12577.0
1822,1825,Brazilian War of\nIndependence,Empire of Brazil,Kingdom of Portugal,,https://en.wikipedia.org/wiki/Brazilian_War_of_Independence,https://en.wikipedia.org/wiki/Brazilian_War_of_Independence,85636.0
1822,1844,Haitian occupation of\nSanto Domingo,Republic of Spanish Haiti,Haiti,,https://en.wikipedia.org/wiki/Haitian_occupation_of_Santo_Domingo,https://en.wikipedia.org/wiki/Haitian_occupation_of_Santo_Domingo,82161.0
1823,1823,Hundred Thousand\nSons of Saint Louis,France\nArmée de la Foi,Partisans of the Cortes,,https://en.wikipedia.org/wiki/Hundred_Thousand_Sons_of_Saint_Louis,https://en.wikipedia.org/wiki/Hundred_Thousand_Sons_of_Saint_Louis,67479.0
1823,1823,Ochomogo War\n,Republicans,Imperialists,Mexican\nannexation of Central\nAmerica,https://en.wikipedia.org/wiki/Ochomogo_War,https://en.wikipedia.org/wiki/Central_America_under_Mexican_rule#Civil_war_in_Costa_Rica,10575.0
1823,1823,Demerara rebellion of\n1823,British Empire,Demerara slaves,,https://en.wikipedia.org/wiki/Demerara_rebellion_of_1823,https://en.wikipedia.org/wiki/Demerara_rebellion_of_1823,40196.0
1823,1823,Expedition to the West\nCoast of Borneo,Royal Netherlands East\nCompany,Chinese Indonesian rebels,,https://en.wikipedia.org/wiki/Expedition_to_the_West_Coast_of_Borneo,https://en.wikipedia.org/wiki/Expedition_to_the_West_Coast_of_Borneo,7975.0
1823,1823,Revolt of Querétaro,Provisional Government of\nMexico,Mexican Empire,,https://en.wikipedia.org/wiki/Revolt_of_Quer%C3%A9taro,,3053.0
1823,1831,First Anglo-Ashanti\nWar,Ashanti Empire,British Empire,,https://en.wikipedia.org/wiki/First_Anglo-Ashanti_War,https://en.wikipedia.org/wiki/First_Anglo-Ashanti_War,9578.0
1823,1824,First Greek civil war,Primates and supporters\nof the Government,Military leaders and supporters of\nPhiliki Etaireia,,https://en.wikipedia.org/wiki/Greek_civil_wars_of_1824%E2%80%931825,,9181.0
1824,1824,Chumash revolt of\n1824,,,,https://en.wikipedia.org/wiki/Chumash_revolt_of_1824,https://en.wikipedia.org/wiki/Chumash_revolt_of_1824,15153.0
1824,1824,Bathurst War,British Empire,Wiradjuri,,https://en.wikipedia.org/wiki/Bathurst_War,,23196.0
1824,1824,Confederation of the\nEquator Revolt,Empire of Brazil,Confederation of the Equator,,https://en.wikipedia.org/wiki/Confederation_of_the_Equator,https://en.wikipedia.org/wiki/Confederation_of_the_Equator,38079.0
1824,1824,First Bone War,Dutch Empire,Sulawesi Rebels,,https://en.wikipedia.org/wiki/First_Bone_War,,7794.0
1824,1824,April Revolt,Absolutists,Liberals,,https://en.wikipedia.org/wiki/April_Revolt,,6524.0
1824,1825,Second Greek civil\nwar,Roumeliotes and Islanders\n(Hydra),Moreotes,,https://en.wikipedia.org/wiki/Greek_civil_wars_of_1824%E2%80%931825,https://en.wikipedia.org/wiki/Greek_civil_wars_of_1824%E2%80%931825,9181.0
1824,1826,First Anglo-Burmese\nWar,Britain\nBritish East India,Burmese Empire,,https://en.wikipedia.org/wiki/First_Anglo-Burmese_War,https://en.wikipedia.org/wiki/First_Anglo-Burmese_War,117576.0
,,,Company\nNative Tribes,,,,,
1825,1825,Second Bone War,Dutch Empire,Sulawesi Rebels,,https://en.wikipedia.org/wiki/Second_Bone_War,,6857.0
1825,1825,Battle of Tripoli (1825),Kingdom of Sardinia,Tripolitania,,https://en.wikipedia.org/wiki/Battle_of_Tripoli_(1825),,7323.0
1825,1828,Aegean Sea Anti-\nPiracy Operations of\nthe United States,United States,Greek Pirates,,https://en.wikipedia.org/wiki/Aegean_Sea_Anti-Piracy_Operations_of_the_United_States,https://en.wikipedia.org/wiki/Aegean_Sea_Anti-Piracy_Operations_of_the_United_States,5382.0
1825,1825,Decembrist revolt,Russian Empire,Decembrists,,https://en.wikipedia.org/wiki/Decembrist_revolt,,325143.0
1825,1828,Cisplatine War,Empire of Brazil,United Provinces of the Río\nde la PlataThirty-Three Orientals,,https://en.wikipedia.org/wiki/Cisplatine_War,,104022.0
1825,1830,Java War,Dutch Empire\nPro-Netherlands Javanese,Rebellion forces of Prince\nDiponegoro,,https://en.wikipedia.org/wiki/Java_War,,116429.0
1825,1825,Franco-Trarzan War\nof 1825,France\nComte de Villèle,Forces of Muhammad al Habib,,https://en.wikipedia.org/wiki/Franco-Trarzan_War_of_1825,https://en.wikipedia.org/wiki/Franco-Trarzan_War_of_1825,8272.0
1826,1826,Katamanso War,Dutch Empire\nBritish Empire\nNetherlands\nDenmark,Ashanti Empire,,https://en.wikipedia.org/wiki/Katamanso_War,,24216.0
1826,1837,Kurdish revolt of\n1826–1837[8],Ottoman Empire,Kurdish rebels,,,,
1826,1829,First Central American\nCivil War,Liberals,Conservatives,,https://en.wikipedia.org/wiki/First_Central_American_Civil_War,https://en.wikipedia.org/wiki/First_Central_American_Civil_War,19130.0
1826,1828,Russo-Persian War\n(1826–28)\n,Russian Empire,Persian Empire,Russo-\nPersian Wars,https://en.wikipedia.org/wiki/Russo-Persian_War_(1826%E2%80%9328),https://en.wikipedia.org/wiki/Russo-Persian_War_(1826%E2%80%9328),12268.0
1826,1826,Chernigov Regiment\nrevolt,Russian Empire,Decembrists,,https://en.wikipedia.org/wiki/Chernigov_Regiment_revolt,https://en.wikipedia.org/wiki/Chernigov_Regiment_revolt,8397.0
1826,1831,Sikh–Wahhabi War,Sikh Empire,Mujahideen\nKingdom of Amb\nPeshawari Sardars\nPashtun tribes,,https://en.wikipedia.org/wiki/Syed_Ahmad's_Holy_War,,15379.0
1826,1828,Siamese-Lao War,Siam,Anouvong\nKing of Vientiane,,https://en.wikipedia.org/wiki/Chao_Anu_Rebellion,,1984.0
1827,1827,1827 Honduran coup\nd'état,State of Honduras,Honduran Conservatives,,https://en.wikipedia.org/wiki/1827_Honduran_coup_d'%C3%A9tat,https://en.wikipedia.org/wiki/1827_Honduran_coup_d'%C3%A9tat,2700.0
1827,1827,Winnebago War,United States\nLocal militia,Winnebago,,https://en.wikipedia.org/wiki/Winnebago_War,,18763.0
1828,1828,Peruvian–Bolivian\nWar of 1828,Peru,Bolivia,,https://en.wikipedia.org/wiki/Peruvian%E2%80%93Bolivian_War_of_1828,https://en.wikipedia.org/wiki/Peruvian%E2%80%93Bolivian_War_of_1828,7381.0
1828,1829,Gran Colombia–Peru\nWar,Gran Colombia,Peru,,https://en.wikipedia.org/wiki/Gran_Colombia%E2%80%93Peru_War,https://en.wikipedia.org/wiki/Gran_Colombia%E2%80%93Peru_War,39075.0
1828,1828,Irish and German\nMercenary Soldiers'\nRevolt,Empire of Brazil,Irish and German mercenaries,,https://en.wikipedia.org/wiki/Irish_and_German_Mercenary_Soldiers'_Revolt,https://en.wikipedia.org/wiki/Irish_and_German_Mercenary_Soldiers'_Revolt,7413.0
1828,1828,Bombardment of\nTripoli (1828),Tripolitania,Kingdom of the Two Sicilies,,https://en.wikipedia.org/wiki/Bombardment_of_Tripoli_(1828),https://en.wikipedia.org/wiki/Bombardment_of_Tripoli_(1828),3676.0
1828,1834,Liberal Wars,Liberal forces of Queen\nMary II,Absolutist forces of King\nMiguel,,https://en.wikipedia.org/wiki/Liberal_Wars,,90919.0
,,,United Kingdom\nSpain,,,,,
1828,1829,Russo-Turkish War\n(1828–29),Russian Empire,Ottoman Empire,,https://en.wikipedia.org/wiki/Russo-Turkish_War_(1828%E2%80%9329),https://en.wikipedia.org/wiki/Russo-Turkish_War_(1828%E2%80%9329),19417.0
1828,1832,Black War,British Empire,Tasmanian Aborigines,,https://en.wikipedia.org/wiki/Black_War,,225112.0
1829,1830,Austrian expedition\nagainst Morocco\n(1829),Austrian Empire,Morocco,,https://en.wikipedia.org/wiki/Austrian_expedition_against_Morocco_(1829),https://en.wikipedia.org/wiki/Austrian_expedition_against_Morocco_(1829),10787.0
1829,1830,Chilean Civil War of\n1829–30,Pelucones\nMilitary of Chile\nChilean Army\nChilean Navy,Pipiolos,,https://en.wikipedia.org/wiki/Chilean_Civil_War_of_1829%E2%80%9330,https://en.wikipedia.org/wiki/Chilean_Civil_War_of_1829%E2%80%9330,2493.0
1829,1833,Anglo-Khasi War,British Empire,Khasi people,,https://en.wikipedia.org/wiki/Anglo-Khasi_War,,10608.0
Start,Finish,Name of conflict,Belligerents,,,,,
,,,Victorious party (if\napplicable),Defeated party (if\napplicable),,,,
1830,1830,Freiämtersturm,Freie Ämter militia,Canton of Aargau,,https://en.wikipedia.org/wiki/Frei%C3%A4mtersturm,,4943.0
1830,1830,July Revolution\nFrench Revolution of 1830,House of Orléans,House of Bourbon,,https://en.wikipedia.org/wiki/July_Revolution,,498250.0
1830,1831,November Uprising,Russian Empire,Polish insurgents,,https://en.wikipedia.org/wiki/November_Uprising,,183811.0
1830,1831,Belgian Revolution,Southern Provinces of the\nNetherlands,United Kingdom of the\nNetherlands,,https://en.wikipedia.org/wiki/Belgian_Revolution,,277289.0
1830,1847,French conquest of Algeria,France,Ottoman Empire\nAlgiers,,https://en.wikipedia.org/wiki/French_conquest_of_Algeria,,236730.0
1830,1850,Port Phillip District Wars,British Empire,Australian Aborigines,,https://en.wikipedia.org/wiki/Port_Phillip_District_Wars,,4867.0
1831,1831,Dutch expedition on the west\ncoast of Sumatra,Dutch Empire,Sumatran Rebels,,https://en.wikipedia.org/wiki/Dutch_expedition_on_the_west_coast_of_Sumatra,https://en.wikipedia.org/wiki/Dutch_expedition_on_the_west_coast_of_Sumatra,6084.0
1831,1831,Merthyr Rising,British Empire,Coal Miners,,https://en.wikipedia.org/wiki/Merthyr_Rising,,30332.0
1831,1831,Turner's Rebellion,United States,Slave Rebels,,https://en.wikipedia.org/wiki/Turner's_Rebellion,,1154.0
1831,1833,Kol uprising,British Empire,Adivasi Rebels,,https://en.wikipedia.org/wiki/Kol_uprising,,45344.0
1831,1834,Siamese–Vietnamese War\n(1831–34),Vietnam\nVietnamese protectorate of\nCambodia,Siam,,https://en.wikipedia.org/wiki/Siamese%E2%80%93Vietnamese_War_(1831%E2%80%9334),https://en.wikipedia.org/wiki/Siamese%E2%80%93Vietnamese_War_(1831%E2%80%9334),4909.0
1831,1832,Baptist War,British Empire,Rebel slaves,,https://en.wikipedia.org/wiki/Baptist_War,,73386.0
1831,1832,Naning War,East India Company,Malay rebels,,https://en.wikipedia.org/wiki/Naning_War,,15015.0
1831,1833,Egyptian–Ottoman War\n(1831–33),Egypt,Ottoman Empire\nRussian Empire\n(from 1833),,https://en.wikipedia.org/wiki/Egyptian%E2%80%93Ottoman_War_(1831%E2%80%9333),https://en.wikipedia.org/wiki/Egyptian%E2%80%93Ottoman_War_(1831%E2%80%9333),8765.0
1831,1833,Yagan Resistance,British Empire,Yagan,,https://en.wikipedia.org/wiki/Yagan,,42486.0
1831,1833,Bosnian Uprising (1831–32),Ottoman Empire,Bosnian ayans,,https://en.wikipedia.org/wiki/Bosnian_Uprising_(1831%E2%80%9332),,2416.0
1832,1832,Black Hawk War,United States\nHo-Chunk\nMenominee\nPotawatomi,Black Hawk's British Band:\nSauk\nFox\nKickapoo,,https://en.wikipedia.org/wiki/Black_Hawk_War,,247341.0
1832,1832,June Rebellion,France,French Republicans,,https://en.wikipedia.org/wiki/June_Rebellion,,368897.0
1833,1834,Desert Campaign (1833–34),Argentina,Mapuche rebels,,https://en.wikipedia.org/wiki/Desert_Campaign_(1833%E2%80%9334),,3716.0
1833,1835,Lê Văn Khôi revolt,Nguyễn dynasty,Lê Văn Khôi rebels,,https://en.wikipedia.org/wiki/L%C3%AA_V%C4%83n_Kh%C3%B4i_revolt,,12719.0
1833,1839,Albanian Revolts of 1833–39,Ottoman Empire,Albanian rebels,,https://en.wikipedia.org/wiki/Albanian_Revolts_of_1833%E2%80%9339,,3811.0
1833,1840,First Carlist War,Liberals and Allies:,Carlists:,,https://en.wikipedia.org/wiki/First_Carlist_War,,123899.0
,,,Forces of Queen\nIsabella II of Spain\nBritish Empire\nFrance\nForces of Queen\nMary II of Portugal,Forces of Infante\nCarlos of Spain\nForces of King\nMiguel of Portugal,,,,
1834,1834,Peruvian civil war of 1834,Government of Peru,Revolutionaries,,https://en.wikipedia.org/wiki/Peruvian_civil_war_of_1834,,774.0
1834,1834,Coorg War,,,,https://en.wikipedia.org/wiki/Coorg_War,,13643.0
1834,1834,Priest Jovica's Rebellion,Ottoman Empire,Christian peasants,,https://en.wikipedia.org/wiki/Priest_Jovica's_Rebellion,,5030.0
1834,1834,Peasants' Revolt of 1834\n(Palestine),Egypt Eyalet,Palestinian Peasants,,https://en.wikipedia.org/wiki/Peasants'_Revolt_of_1834_(Palestine),https://en.wikipedia.org/wiki/Peasants'_Revolt_of_1834_(Palestine),3941.0
1834,1834,Battle of Pinjarra,British Empire,Pinjarup,,https://en.wikipedia.org/wiki/Battle_of_Pinjarra,,2036.0
1834,1836,Sixth Xhosa War,British Empire\nFree Khoikhoi,Xhosa Tribes,,https://en.wikipedia.org/wiki/Xhosa_Wars#Sixth_war_.281834.E2.80.931836.29,,132065.0
1835,1858,1835–58 revolt in Ottoman\nTripolitania,Ottoman Empire,Libyan rebels,,https://en.wikipedia.org/wiki/1835%E2%80%9358_revolt_in_Ottoman_Tripolitania,https://en.wikipedia.org/wiki/1835%E2%80%9358_revolt_in_Ottoman_Tripolitania,750.0
1835,1836,Revolution of the Reforms,State of Venezuela,Reformists,,https://en.wikipedia.org/wiki/Revolution_of_the_Reforms,,6808.0
1835,1836,Salaverry-Santa Cruz War,Supporters of Luis José de\nOrbegoso and Andrés de\nSanta Cruz,Supporters of Felipe\nSantiago Salaverry,,https://en.wikipedia.org/wiki/Salaverry-Santa_Cruz_War,,14127.0
1835,1835,League War,San José,Alajuela\nCartago\nCartago,,https://en.wikipedia.org/wiki/League_War,,6544.0
1835,1835,Malê Revolt,Empire of Brazil,Muslim Nagos,,https://en.wikipedia.org/wiki/Mal%C3%AA_Revolt,,12645.0
1835,1835,Zacatecas Rebellion,Mexico,Zacatecan rebels,,https://en.wikipedia.org/wiki/Zacatecas_rebellion_of_1835,,11313.0
1835,1836,Texas Revolution,Republic of Texas,Mexico,,https://en.wikipedia.org/wiki/Texas_Revolution,,583308.0
1835,1842,Second Seminole War\n,United States,Seminole Tribes,Seminole Wars,https://en.wikipedia.org/wiki/Second_Seminole_War,https://en.wikipedia.org/wiki/Seminole_Wars,153657.0
1835,1845,Ragamuffin War,Empire of Brazil,Riograndense Republic\nJuliana Republic,,https://en.wikipedia.org/wiki/Ragamuffin_War,,120322.0
1835,1840,Cabanagem,Empire of Brazil,Indians\nCabanos,,https://en.wikipedia.org/wiki/Cabanagem,,36522.0
1836,1836,Posavina rebellion (1836),Ottoman Empire,Bosnian nobility,,https://en.wikipedia.org/wiki/Posavina_rebellion_(1836),,2453.0
1836,1836,Belogradchik rebellion\n(1836),Ottoman Empire,Serbian peasants,,https://en.wikipedia.org/wiki/Belogradchik_rebellion_(1836),https://en.wikipedia.org/wiki/Belogradchik_rebellion_(1836),2154.0
1836,1836,Berkovitsa rebellion (1836),Ottoman Empire,Bulgarian peasants,,https://en.wikipedia.org/wiki/Berkovitsa_rebellion_(1836),,2415.0
1836,1836,Pirot rebellion,Ottoman Empire,Orthodox peasants,,https://en.wikipedia.org/wiki/Pirot_rebellion,,4942.0
,,,,,,,,
1836,1839,War of the Confederation,Chile\nNorth Peru\nArgentine Confederation,Peru-Bolivian\nConfederation,,https://en.wikipedia.org/wiki/War_of_the_Confederation,,44306.0
1837,1838,Siege of Herat (1838)\nAfghan-Persian War,Emirate of Afghanistan,Qajar Iran,,https://en.wikipedia.org/wiki/Siege_of_Herat_(1838),,5401.0
1837,1837,Revolt of 1837 (New Mexico),Mexico,Cantón,,https://en.wikipedia.org/wiki/Revolt_of_1837_(New_Mexico),,15161.0
1837,1838,Sabinada,Empire of Brazil,Bahia Republic,,https://en.wikipedia.org/wiki/Sabinada,,14037.0
1837,1838,Lower Canada Rebellion\n,United Kingdom\nBritish North America,Patriote movement\nAmerican\nVolunteers,Rebellions of\n1837,https://en.wikipedia.org/wiki/Lower_Canada_Rebellion,https://en.wikipedia.org/wiki/Rebellions_of_1837,82562.0
1837,1838,Upper Canada Rebellion\n,United Kingdom\nBritish North America,Hunters' Lodges\nRepublic of Canada,Rebellions of\n1837,https://en.wikipedia.org/wiki/Upper_Canada_Rebellion,https://en.wikipedia.org/wiki/Rebellions_of_1837,82473.0
1837,1839,Dutch–Ahanta War,Dutch Empire,Ahanta Kingdom,,https://en.wikipedia.org/wiki/Dutch%E2%80%93Ahanta_War,,6656.0
1837,1847,Kenesary's Rebellion[9],Russian Empire,Kazakh Khanate,,https://en.wikipedia.org/wiki/Kenesary's_Rebellion,,20717.0
1838,1840,Muhammad Ali's Yemeni\nExpedition\n,Ottoman Empire,Zaidis,Yemeni–\nOttoman Conflicts,https://en.wikipedia.org/wiki/Yemeni%E2%80%93Ottoman_Conflicts#Muhammad_Ali's_Yemeni_Expedition,https://en.wikipedia.org/wiki/Yemeni%E2%80%93Ottoman_Conflicts#Muhammad_Ali's_Yemeni_Expedition,4821.0
1838,1838,Battle of Blood River,Voortrekkers,Zulu kingdom,,https://en.wikipedia.org/wiki/Battle_of_Blood_River,,285923.0
1838,1838,Mormon War,Non-Mormon Missourians,Latter Day Saint\nmovement,,https://en.wikipedia.org/wiki/1838_Mormon_War,,273541.0
1838,1839,Balaiada,Empire of Brazil,Balaios\nAfrican slaves,,https://en.wikipedia.org/wiki/Balaiada,,11215.0
1838,1839,Pastry War,France,Mexico,,https://en.wikipedia.org/wiki/Pastry_War,,196433.0
1839,1839,Newport Rising,British Empire,Chartists,,https://en.wikipedia.org/wiki/Newport_Rising,,60090.0
1839,1839,Züriputsch,Zürich,Conservative Putschists,,https://en.wikipedia.org/wiki/Z%C3%BCriputsch,,12228.0
1839,1841,Egyptian–Ottoman War\n(1839–41),British Empire\nAustrian Empire\nRussian Empire\nKingdom of Prussia\nOttoman Empire,Egypt\nFrance\nSpain,,https://en.wikipedia.org/wiki/Egyptian%E2%80%93Ottoman_War_(1839%E2%80%9341),https://en.wikipedia.org/wiki/Egyptian%E2%80%93Ottoman_War_(1839%E2%80%9341),9414.0
1839,1840,Khivan campaign of 1839,Khanate of Khiva,Russian Empire,,https://en.wikipedia.org/wiki/Khivan_campaign_of_1839,,8494.0
1839,1841,War of the Supremes,,,,https://en.wikipedia.org/wiki/War_of_the_Supremes,,12975.0
1838,1842,First Anglo-Afghan War,Emirate of Afghanistan,British Empire\nBritish East India\nCompany,,https://en.wikipedia.org/wiki/First_Anglo-Afghan_War,,329910.0
1839,1842,First Opium War,British Empire,Qing Empire of China,,https://en.wikipedia.org/wiki/First_Opium_War,,759300.0
1839,1847,Albanian Revolt of 1847,Ottoman Empire,Albanian rebels,,https://en.wikipedia.org/wiki/Albanian_Revolt_of_1847,,4045.0
1839,1851,Uruguayan Civil War,Colorados\nArgentine Unitarians\nFrance\nRiograndense\nRepublic\nBritish Empire\nEmpire of Brazil\nItalian Legion,Blancos\nFederalists\nArgentine\nConfederation,,https://en.wikipedia.org/wiki/Uruguayan_Civil_War,,73141.0
1840,1841,Cambodian rebellion (1840),Khmer anti-Vietnamese\nrebels\nSupport:\nRattanakosin Kingdom\n(Siam),Nguyễn dynasty (Vietnam),,https://en.wikipedia.org/wiki/Cambodian_rebellion_(1840),,9410.0
1830s,1860s,Eumerella Wars,British Empire,Gunditjmara people,,https://en.wikipedia.org/wiki/Eumerella_Wars,,2662.0
Start,Finish,Name of conflict,Belligerents,,,,,
,,,Victorious party (if\napplicable),Defeated party (if\napplicable),,,,
1841,1841,Niš Rebellion (1841),Ottoman Empire,Christian rebels,,https://en.wikipedia.org/wiki/Ni%C5%A1_Rebellion_(1841),,1668.0
1841,1841,1841 rebellion in Guria,Russian Empire,Guria Peasants,,https://en.wikipedia.org/wiki/1841_rebellion_in_Guria,,5359.0
1841,1845,Siamese–Vietnamese War\n(1841–45),Vietnam\nCambodia protectorates loyal\nto King Ang Duong,,,https://en.wikipedia.org/wiki/Siamese%E2%80%93Vietnamese_War_(1841%E2%80%9345),https://en.wikipedia.org/wiki/Siamese%E2%80%93Vietnamese_War_(1841%E2%80%9345),5236.0
1841,1842,Sino-Sikh War,China,Sikh Empire,,https://en.wikipedia.org/wiki/Sino-Sikh_War,,12590.0
1842,1847,Kurdish revolt of 1842–1847[8],Ottoman Empire,Emirate of Botan,,,,
1842,1842,Shoorcha rebellion,Russian Empire,Chuvash Peasants\nTatar Peasants\nMari Peasants,,https://en.wikipedia.org/wiki/Shoorcha_rebellion,,2595.0
1842,1868,Russian Conquest of Bukhara,Russian Empire,Emirate of Bukhara,,https://en.wikipedia.org/wiki/Russian_Conquest_of_Bukhara,,2521.0
1842,1843,Mier expedition,Mexico,Texas,,https://en.wikipedia.org/wiki/Mier_expedition,,25080.0
1843,1844,Peruvian civil war of 1843–\n1844,Revolutionaries,Peruvian government,,https://en.wikipedia.org/wiki/Peruvian_civil_war_of_1843%E2%80%931844,https://en.wikipedia.org/wiki/Peruvian_civil_war_of_1843%E2%80%931844,696.0
1843,1844,Albanian Revolt of 1843–44,Ottoman Empire,Albanian rebels,,https://en.wikipedia.org/wiki/Albanian_Revolt_of_1843%E2%80%9344,,2094.0
1843,1843,Wairau Affray\n,Ngāti Toa,British Settlers,New Zealand Wars,https://en.wikipedia.org/wiki/Wairau_Affray,https://en.wikipedia.org/wiki/New_Zealand_Wars,27088.0
1843,1843,Battle of One Tree Hill,British Settlers,Jagera people,,https://en.wikipedia.org/wiki/Battle_of_One_Tree_Hill,,12676.0
1844,1856,Dominican War of\nIndependence,Dominican Republic,Haiti,,https://en.wikipedia.org/wiki/Dominican_War_of_Independence,https://en.wikipedia.org/wiki/Dominican_War_of_Independence,186359.0
1844,1844,Franco-Moroccan War,France,Morocco,,https://en.wikipedia.org/wiki/Franco-Moroccan_War,,32264.0
1844,1847,Franco-Tahitian War,France\nTahitian allies,Tahiti\nHuahine\nRaiatea\nBora Bora and Tahaa,,https://en.wikipedia.org/wiki/Franco-Tahitian_War,,21807.0
1844,1845,Malespín's War,El Salvador\nHonduras,Nicaragua,,https://en.wikipedia.org/wiki/Malesp%C3%ADn's_War,,6829.0
1845,1845,Albanian Revolt of 1845,Ottoman Empire,Albanian rebels,,https://en.wikipedia.org/wiki/Albanian_Revolt_of_1845,,2811.0
1845,1846,First Anglo-Sikh War,British East India\nCompany,Sikh Empire,,https://en.wikipedia.org/wiki/First_Anglo-Sikh_War,,175282.0
1845,1846,Flagstaff War\nNorthern War\n,Ngāpuhi Iwi,British Empire\nForces of Tamati\nWaka Nene,New Zealand Wars,https://en.wikipedia.org/wiki/Flagstaff_War,https://en.wikipedia.org/wiki/New_Zealand_Wars,45903.0
1846,1847,,Venezuela,Federal rebels,,,,
1846,1846,Revolution of Maria da Fonte,Portuguese Empire,Tax Resisters,,https://en.wikipedia.org/wiki/Revolution_of_Maria_da_Fonte,,8757.0
1846,1846,Hutt Valley Campaign\n,British Empire,Ngāti Toa,New Zealand Wars,https://en.wikipedia.org/wiki/Hutt_Valley_Campaign,https://en.wikipedia.org/wiki/New_Zealand_Wars,3626.0
,,,British Settlers\nTe Āti Awa,,,,,
1846,1846,Kraków uprising,Austrian Empire,Polish independence\nmovement,,https://en.wikipedia.org/wiki/Krak%C3%B3w_uprising,,13173.0
